,Velocity (km/s),a (degrees),$ (degrees),DI,Imputed,LD_1.0,LD_2.0,LD_4.0
0,-0.3225831650508337,-1.0685260650241408,-1.476566183717024,0.10904991120755589,-0.09205773310910279,1.408823193603109,-0.7068364287464659,-0.7044060384146221
1,0.07566765599957846,1.5966762481939678,-0.29567436573972805,0.1803412253863765,-0.09205773310910279,-0.7092696078139791,-0.7068364287464659,1.418550409157557
2,1.5093706117810621,-0.5354856023805191,-0.29567436573972805,1.618125598168905,-0.09205773310910279,-0.7092696078139791,-0.7068364287464659,1.418550409157557
3,0.4739184770499906,0.5305953229067244,-1.476566183717024,1.030455855389471,-0.09205773310910279,1.408823193603109,-0.7068364287464659,-0.7044060384146221
4,1.5093706117810621,0.5305953229067244,0.29477154324891996,1.3786824472417172,-0.09205773310910279,-0.7092696078139791,1.413672857492932,-0.7044060384146221
5,-0.3225831650508337,-0.5354856023805191,-1.476566183717024,0.07124124680586255,-0.09205773310910279,-0.7092696078139791,-0.7068364287464659,1.418550409157557
6,-1.119084807151658,1.0636357855503462,-0.29567436573972805,-0.878231036159821,-0.09205773310910279,1.408823193603109,-0.7068364287464659,-0.7044060384146221
7,0.4739184770499906,1.330156016872157,1.475663361226216,-0.47176151570366426,-0.09205773310910279,1.408823193603109,-0.7068364287464659,-0.7044060384146221
8,-1.119084807151658,1.0636357855503462,-0.8861202747283761,-0.8552996415645615,-0.09205773310910279,-0.7092696078139791,1.413672857492932,-0.7044060384146221
9,-0.3225831650508337,-0.2689653710587082,-0.29567436573972805,-0.008280046414814852,-0.09205773310910279,-0.7092696078139791,1.413672857492932,-0.7044060384146221
10,0.9677494951525017,-1.3350462963459517,0.29477154324891996,0.8451758143958713,-0.09205773310910279,1.408823193603109,-0.7068364287464659,-0.7044060384146221
11,-1.5173356282020702,-1.0685260650241408,1.475663361226216,-1.3476212083505164,-0.09205773310910279,1.408823193603109,-0.7068364287464659,-0.7044060384146221
12,-0.3225831650508337,1.5966762481939678,0.29477154324891996,-0.20179006645027167,-0.09205773310910279,1.408823193603109,-0.7068364287464659,-0.7044060384146221
13,0.07566765599957846,-0.2689653710587082,1.475663361226216,-1.0202861017583686,-0.09205773310910279,-0.7092696078139791,1.413672857492932,-0.7044060384146221
